rl_epoch_num : 2
mode : train
data : ./data/OD/dialogues.json
beam_size : 10
batch_size : 32
cuda : False
pretrain : False
vocab_size : 800
sampling : False
beam_search : False
z_length : 8
spv_proportion : 100
teacher_force : 100
m : TSD
result_path : ./results/od.csv
vocab_path : ./vocab/vocab-od.pkl
truncated : False
early_stop_count : 3
prev_z_method : separate
skip_unsup : False
eos_m_token : EOS_M
seed : 0
hidden_size : 50
model_path : ./models/od.pkl
unfrz_attn_epoch : 0
lr : 0.003
embedding_size : 50
split : (3, 1, 1)
entity : ./data/OD/entities.json
max_ts : 40
new_vocab : True
db : ./data/OD/DB.json
dropout_rate : 0.5
layer_num : 1
glove_path : ./data/glove/glove.6B.50d.txt
beam_len_bonus : 0.5
epoch_num : 100
degree_size : 5
lr_decay : 0.5
cuda_device : 0
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
4306,0,i am interested in datasets related to mercy,mercy EOS_Z1,mercy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4132,0,is there something on heavy,heavy EOS_Z1,heavy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4374,0,i am interested in datasets related to concert,concert EOS_Z1,concert EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4136,0,is there something on joke,joke EOS_Z1,joke EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4331,0,i am interested in datasets related to manager,manager EOS_Z1,manager EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4228,0,is there something on parameter,parameter EOS_Z1,parameter EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4334,0,i am interested in datasets related to budge,budge EOS_Z1,budge EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4570,0,what do you have on solve,solve EOS_Z1,solve EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4439,0,what do you have on tree,tree EOS_Z1,tree EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4269,0,is there something on unfortunate,unfortunate EOS_Z1,unfortunate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4159,0,is there something on merchant,merchant EOS_Z1,merchant EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3918,0,data concerning shallow,shallow EOS_Z1,shallow EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4325,0,i am interested in datasets related to training,training EOS_Z1,training EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4455,0,what do you have on refuse,refuse EOS_Z1,refuse EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4552,0,what do you have on training,training EOS_Z1,training EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3952,0,data concerning visible,visible EOS_Z1,visible EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3793,0,how about heavy ?,heavy EOS_Z1,heavy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4524,0,what do you have on positive,positive EOS_Z1,positive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4194,0,is there something on alive,alive EOS_Z1,alive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4254,0,is there something on knee,knee EOS_Z1,knee EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4124,0,im interested in datasets related to essential,essential EOS_Z1,essential EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3979,0,im interested in datasets related to dedicate,dedicate EOS_Z1,dedicate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4350,0,i am interested in datasets related to sculpture,sculpture EOS_Z1,sculpture EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3722,0,how about launch ?,launch EOS_Z1,launch EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3894,0,data concerning science,science EOS_Z1,science EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4443,0,what do you have on railroad,railroad EOS_Z1,railroad EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4376,0,i am interested in datasets related to enemy,enemy EOS_Z1,enemy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4425,0,i am interested in datasets related to alive,alive EOS_Z1,alive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4329,0,i am interested in datasets related to hour,hour EOS_Z1,hour EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3787,0,how about virus ?,virus EOS_Z1,virus EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3927,0,data concerning sunrise,sunrise EOS_Z1,sunrise EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4234,0,is there something on restrict,restrict EOS_Z1,restrict EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3850,0,data concerning flood,flood EOS_Z1,flood EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4184,0,is there something on discipline,discipline EOS_Z1,discipline EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3700,0,how about manner ?,manner EOS_Z1,manner EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4484,0,what do you have on attractive,attractive EOS_Z1,attractive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4114,0,im interested in datasets related to flood,flood EOS_Z1,flood EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4550,0,what do you have on cemetery,cemetery EOS_Z1,cemetery EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4520,0,what do you have on kit,kit EOS_Z1,kit EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4191,0,is there something on honest,honest EOS_Z1,honest EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4107,0,im interested in datasets related to weed,weed EOS_Z1,weed EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4261,0,is there something on competition,competition EOS_Z1,competition EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4364,0,i am interested in datasets related to dedicate,dedicate EOS_Z1,dedicate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3825,0,data concerning forestry,forestry EOS_Z1,forestry EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4083,0,im interested in datasets related to wien,wien EOS_Z1,wien EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4323,0,i am interested in datasets related to parameter,parameter EOS_Z1,parameter EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3792,0,how about fall ?,fall EOS_Z1,fall EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
3881,0,data concerning academy,academy EOS_Z1,academy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3907,0,data concerning weed,weed EOS_Z1,weed EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3819,0,how about vienna ?,vienna EOS_Z1,vienna EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4353,0,i am interested in datasets related to trade,trade EOS_Z1,trade EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4299,0,i am interested in datasets related to sweet,sweet EOS_Z1,sweet EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4286,0,i am interested in datasets related to epicalyx,epicalyx EOS_Z1,epicalyx EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
3898,0,data concerning sweet,sweet EOS_Z1,sweet EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3875,0,data concerning knee,knee EOS_Z1,knee EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3966,0,data concerning wien,wien EOS_Z1,wien EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
4525,0,what do you have on honest,honest EOS_Z1,honest EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3782,0,how about sunrise ?,sunrise EOS_Z1,sunrise EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4342,0,i am interested in datasets related to whole,whole EOS_Z1,whole EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4244,0,is there something on budge,budge EOS_Z1,budge EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
3880,0,data concerning budge,budge EOS_Z1,budge EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,4,2,True
3798,0,how about wolf ?,wolf EOS_Z1,wolf EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4572,0,what do you have on core,core EOS_Z1,core EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4567,0,what do you have on discipline,discipline EOS_Z1,discipline EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
3734,0,how about alive ?,alive EOS_Z1,alive EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4568,0,what do you have on close,close EOS_Z1,close EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4372,0,i am interested in datasets related to reference,reference EOS_Z1,reference EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,9,2,True
4101,0,im interested in datasets related to training,training EOS_Z1,training EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
3732,0,how about flood ?,flood EOS_Z1,flood EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,5,2,True
4277,0,is there something on inflate,inflate EOS_Z1,inflate EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,6,2,True
4588,0,what do you have on consciousness,consciousness EOS_Z1,consciousness EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4090,0,im interested in datasets related to ghostwriter,ghostwriter EOS_Z1,ghostwriter EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,8,2,True
4502,0,what do you have on urgency,urgency EOS_Z1,urgency EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
4517,0,what do you have on academy,academy EOS_Z1,academy EOS_Z1,dataset_link_SLOT,dataset_link_SLOT,7,2,True
